"project_name","scope","credits_issued"
"GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-002","Community","89228"
"GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-003","Community","89230"
"GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-004","Community","89229"
"GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-005","Community","89229"
"GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-006","Community","89230"
"GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-007","Community","89229"
"GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-008","Community","89229"
"GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-009","Community","89230"
"GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-010","Community","89229"
"GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-011","Community","87098"
"GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-012","Community","86862"
"GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-013","Community","86861"
"GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-014","Community","86862"
"GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-015","Community","86861"
"GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-016","Community","86861"
"GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-017","Community","86862"
"GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-018","Community","86861"
"GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-019","Community","86862"
"GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-020","Community","86861"
"GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-021","Community","86862"
"GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-022","Community","86861"
"GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-023","Community","86862"
"GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-024","Community","86861"
"GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-025","Community","86861"
"GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-026","Community","86862"
"GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-027","Community","86861"
"GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-028","Community","87116"
"GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-029","Community","87115"
"GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-030","Community","87116"
"GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-031","Community","87115"
"GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-032","Community","86862"
"GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-033","Community","87098"
"GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-034","Community","87098"
"GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-035","Community","88745"
"GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-036","Community","88037"
"GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-037","Community","88038"
"Myanmar Stoves Campaign","Community",NA
"GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-038","Community","88037"
"GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-039","Community","88037"
"GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-040","Community","88038"
"GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-041","Community","88037"
"GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-042","Community","87386"
"GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-043","Community","87385"
"GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-044","Community","87386"
"GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-045","Community","87385"
"GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-046","Community","87970"
"GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-047","Community","89810"
"GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-048","Community","89810"
"GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-049","Community","90344"
"GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-050","Community","88107"
"GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-051","Community","88106"
"GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-052","Community","74706"
"GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2012-053","Community","87990"
"Family-sized biodigester project in South Mali","Community",NA
"Proyecto Mirador Enhanced Distribution of Improved Cookstoves in Latin America","Community",NA
"Nanyang Danjiang River Solar Cooker Project Phase I (Pre-cdm clone)","Community","57516"
"Nanyang Danjiang River Solar Cooker Project Phase II(Pre-cdm clone)","Community","95016"
"GS1385 Man and Man Enterprise Improved Cooking Stoves Programme in Ghana - VPA001","Community","2596553"
"TerraClear Ceramic Water Purifier Project in Lao PDR","Community","429377"
"POA-Replacement of traditional charcoal stoves with efficient EcoRecho stoves in Haiti","Community",NA
"GS2096_CPA-Replacement of traditional charcoal stoves with efficient EcoRecho stoves in Haiti","Community",NA
"Ovacik Biogas Power Plant","Agriculture",NA
"GS1299 India Organic Waste Management Programme-VPA01","Community","354383"
"GS1729 Myanmar Stoves Campaign - SLOW LIFE in Myanmar - VPA No. 001","Community","9754"
"Impact Carbon and myclimate Safe Water and Improved Cookstoves Global PoA - Uganda VPA","Community","1643857"
"Impact Carbon and myclimate Safe Water and Improved Cookstoves Global Programme of Activities","Community",NA
"GS1729 Myanmar Stoves Campaign - SLOW LIFE in Myanmar - VPA No. 002","Community","11117"
"GS1729 Myanmar Stoves Campaign - Stoves for Myanmar - VPA No. 003","Community","14780"
"The WHR Project in Zhuzhou Kibing Glass Group Co. Ltd.","Industrial/Commercial","66435"
"GS2397 - GS1265 - African Biomass Energy Conservation POA - Rwanda Biomass Conservation (2)","Community","174759"
"GS2398 - GS1265 - African Biomass Energy Conservation POA - Rwanda Biomass Conservation (3)","Community","9525"
"Kaiyang 15100 Rural Methane Digesters Project in Guizhou Province China","Community",NA
"International Water Purification Programme","Community",NA
"Qingzhen Rural Biogas Methane Project in Guizhou Province","Community",NA
"Sinan and Shiqian Rural Methane Digesters Project in Guizhou Province China","Community",NA
"Songtao Tongren Wanshan and Yuping Rural Methane Digesters Project in Guizhou Province China","Community",NA
"Wudang and Huaxi Rural Biogas Methane Project in Guizhou Province","Community",NA
"Xifeng and Xiuwen Rural Biogas Methane Project in Guizhou Province","Community",NA
"Yanhe Dejiang and Yinjiang Rural Methane Digesters Project in Guizhou Province China","Community",NA
"GS 1220 Ecological Stoves for Better Living - Micro Scale PoA - VPA2 Bolivia","Community","3258"
"GS1377 Utsil Naj - Casa saludable para todos VPA1","Community",NA
"WWF Ningshan County High Efficient Cook Stove Project","Community","47103"
"GS1205 Sustainable Energy for Development PoA VPA 2: Improved Cook Stove project in Brazzaville","Community",NA
"MicroEnergy Credits - Mongolia - Microfinance for Clean Energy Product Lines VER Project","Community",NA
"MicroEnergy Credits - Mongolia - Microfinance for Clean Energy Product Lines VER Project - VPA No. 001: XacBank LLC","Community","236166"
"CPA # 4 Improved Cooking Stoves for Nigeria GS 2437","Community","45878"
"GS834 Improved Cooking Stoves for Nigeria Programme of Activities CPA # 5","Community",NA
"GS1377 Utsil Naj - Casa saludable para todos VPA2","Community","30313"
"GS1377 Utsil Naj - Casa saludable para todos VPA3","Community","6648"
"GS1377 Utsil Naj - Casa saludable para todos VPA4","Community","172720"
"The WHR Project in Zhangzhou Kibing Glass Group Co. Ltd.","Industrial/Commercial","85819"
"GS2444 ""GS1265"" African Biomass Energy Conservation PoA Malawi Biomass Conservation (2)","Community","307967"
"GS2445  GS1265  African Biomass Energy Conservation PoA  Malawi Biomass Conservation (3)","Community","287525"
"GS2446 GS1265  African Biomass Energy Conservation PoA  Malawi Biomass Conservation (4)","Community","258551"
"GS2447 GS1265 African Biomass Energy Conservation PoA Malawi Biomass Conservation (5)","Community","273600"
"GS2449 GS1265 African Biomass Energy Conservation PoA Rwanda Biomass Conservation (4)","Community","8564"
"GS2450 GS1265 African Biomass Energy Conservation PoA Rwanda Biomass Conservation (5)","Community",NA
"GS1340 Efficient cookstoves in Burkina Faso - VPA-01 - tiipaalga F3PA cookstoves in Bam and Loroum","Community","56318"
"Improved Jikos - Better Living for Rural Population","Community","71413"
"GS2404 International Water Purification Programme - CPA 1 Gravity Driven Membrane Filters in Uganda","Community",NA
"The CDQ Project in Tranvic Group","Industrial/Commercial","721646"
"GS1247 VPA 3 Otuke District Borehole Project","Community","72620"
"GS1247 VPA 4 Dokolo District Borehole Project","Community","64154"
"GS1247 VPA 5 Alebtong District Borehole Project","Community","68748"
"Gorge Farm 2.8 MW Anaerobic Digestion Plant","Agriculture",NA
"Programme of Activities for Local Improved Cookstoves in West Africa","Community",NA
"Efficient cookstoves in Benin and Togo (PoA)","Community",NA
"Improved Cookstoves Project Activity in Honduras Vida Mejor con Ecofogones de Alto Rendimiento CPA No 001","Community","136154"
"Voluntary Gold Standard multi-country improved cookstove PoA","Community",NA
"GS2506 Improved Cooking Stoves Programme in Côte d'Ivoire - VPA001","Community",NA
"GS2506 Improved Cooking Stoves Programme in Côte d'Ivoire","Community",NA
"Cleanstar Mozambique - Maputo Ethanol Cookstove and Cooking Fuel Project 1","Community",NA
"GS1205 Sustainable Energy for Development PoA VPA 3: Improved Cook Stove Project in Brazzaville","Community","13559"
"GS1205 Sustainable Energy for Development PoA VPA 4: Improved Cook Stove Project in Brazzaville","Community",NA
"International Lifeline Fund Uganda CPA1 (ILFUg01)","Community","4052"
"Household Biogas plants installed in rural areas of Maharashtra","Community","449299"
"Household Biogas plants installed in rural areas of Uttar Pradesh & Gujarat","Community","207139"
"Omdurman Landfill Municipal Solid Waste Composting Project","Waste Management",NA
"Avoided methane emission through aerobic composting at Vietstar municipal solid waste treatment facility","Waste Management","1797387"
"GS2489 – Efficient cookstoves in Benin and Togo – VPA1 – EcoBénin – Wanrou efficient cookstoves around the national park Pendjari","Community",NA
"Laya Surakshana VER Project for Tribal Communities","Community","56362"
"GS1205 Sustainable Energy for Development PoA VPA 5: Improved Ylang-Ylang Distillation in the Comoros","Industrial/Commercial",NA
"CPA 2 Improved Cook Stoves programme for Rwanda","Community","43836"
"Expanding access to LPG in Haiti through microfinance services","Community","124931"
"Biogas CDM Project of SUCHI","Community",NA
"GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2013-054","Community","78708"
"GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2013-055","Community","77522"
"GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2013-056","Community","77523"
"GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2013-057","Community","77522"
"GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2013-058","Community","77523"
"GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2013-059","Community","77522"
"GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2013-060","Community","77523"
"GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2013-061","Community","77522"
"GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2013-062","Community","77522"
"GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2013-063","Community","77760"
"GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2013-064","Community","78607"
"GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2013-065","Community","80412"
"GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2013-066","Community","79612"
"GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2013-067","Community","77522"
"GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2013-068","Community","77427"
"GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2013-069","Community","77916"
"GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2013-070","Community","78021"
"GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2013-071","Community","77908"
"GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2013-072","Community","79120"
"GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2013-073","Community","57942"
"Improved Cook Stoves programme for Rwanda #CPA1 Cameroon","Community",NA
"Daozhen Rural Methane Digesters Project in Guizhou Province.","Community",NA
"Hezhang Rural Methane Digesters Project in Guizhou Province","Community","281893"
"Shuicheng Rural Methane Digesters Project in Guizhou Province","Community","183969"
"North Wuchuan Rural Methane Digesters Project in Guizhou Province.","Community",NA
"South Wuchuan Rural Methane Digesters Project in Guizhou Province.","Community",NA
"Yuqing Rural Methane Digesters Project in Guizhou Province.","Community","315190"
"North Zheng'an Rural Methane Digesters Project in Guizhou Province","Community",NA
"South Zheng'an Rural Methane Digesters Project in Guizhou Province.","Community",NA
"GS1309 Low cost irrigation devices programme in India-VPA 07","Agriculture",NA
"Improved Cooking Stoves PoA in Africa","Community",NA
"Changjiang and Baisha Rural Methane Digesters Project in Hainan Province","Community",NA
"Chengmai Rural Methane Digesters Project in Hainan Province","Community",NA
"Haikou Rural Methane Digesters Project in Hainan Province","Community","329624"
"Wenchang Rural Methane Digesters Project in Hainan Province","Community","360074"
"Wanning Rural Methane Digesters Project in Hainan Province","Community",NA
"Biogas CDM Project of IFDP","Community",NA
"Biogas CDM Project of SHTCDP","Community",NA
"MicroEnergy Credits - Mongolia - Microfinance for Clean Energy Product Lines VER Project - VPA No. 002: XacBank LLC","Community","235955"
"MicroEnergy Credits - Mongolia - Microfinance for Clean Energy Product Lines VER Project - VPA No. 003: XacBank LLC","Community","249359"
"MicroEnergy Credits - Mongolia - Microfinance for Clean Energy Product Lines VER Project - VPA No. 004: XacBank LLC","Community","212698"
"MicroEnergy Credits - Mongolia - Microfinance for Clean Energy Product Lines VER Project - VPA No. 005: XacBank LLC","Community","215002"
"MicroEnergy Credits - Mongolia - Microfinance for Clean Energy Product Lines VER Project - VPA No. 006: XacBank LLC","Community","726"
"MicroEnergy Credits - Mongolia - Microfinance for Clean Energy Product Lines VER Project - VPA No. 007: XacBank LLC","Community",NA
"MicroEnergy Credits - Mongolia - Microfinance for Clean Energy Product Lines VER Project - VPA No. 008: XacBank LLC","Community",NA
"Empowering DRC communities through the use of Improved Cook Stoves PoA","Community",NA
"Fuel efficient stoves for Ethiopia Programme of Activities","Community",NA
"Fuel efficient stoves for Ethiopia Programme of Activities CPA 001","Community","24458"
"GS2404 International Water Purification Programme - CPA 2 Chlorine dispensers in Uganda","Community","79219"
"Soma District Heating Project- Zone 1","Industrial/Commercial","59334"
"Project Activity for Local Improved Cookstoves in Bamako","Community","33637"
"African Biogas Carbon Programme (ABC) PoA","Community",NA
"African Biogas Carbon Programme (ABC) - Kenya - VPA001","Community","93583"
"African Biogas Carbon Programme (ABC) - Tanzania - CAMARTEC - VPA002","Community","142130"
"Proyecto Mirador Enhanced Distribution of Improved Cookstoves in Latin America - First VPA for Distribution of Dos por Tres Cookstoves in Honduras","Community","2399363"
"GS2504 - Voluntary Gold Standard multi-country improved cookstove PoA - Oserian Flower Farm Offset Project 3 - Suswa 2","Community","14874"
"Application of advanced hull coatings to reduce shipping fuel consumption VPA #1","Transportation","171049"
"Avoidance of Methane Emissions at Organic Compost Soil Amendment Facility","Waste Management","5352"
"CDM Biogas Project of Mahasakthi Women Cooperative Federation","Community",NA
"GS1247 VPA 7 Improved Kitchen Regimes: Kamabuye (Bugesera) Rwanda","Community","50014"
"GS1247 VPA 8 Improved Kitchen Regimes: Ruhuha (Bugesera) Rwanda","Community","53140"
"GS1247 VPA 9 Improved Kitchen Regimes: Mareba (Bugesera) Rwanda","Community","52100"
"GS1247 VPA 10 Improved Kitchen Regimes: Nyarugenge (Bugesera) Rwanda","Community","51595"
"Fuel Efficient Stoves for North Darfur Women","Community","38512"
"Hifadhi Improved cook-stoves in Embu County Kenya","Community","2062279"
"GS1247 VPA 6 Improved Kitchen Regimes: Bombali Borehole Project Sierra Leone","Community",NA
"Improved Cook Stove Project with Carbon Finance (ICF) Nepal","Community","27096"
"GS2504 - Voluntary Gold Standard multi-country improved cookstove PoA - Oserian Flower Farm Offset Project 4 - Ngondi","Community","17927"
"Dissemination of TLUD improved cook stoves in the Sundarbans India 2nd project","Community","89067"
"Renewable biomass fired improved cookstoves programme for households in Burundi by BQS","Community",NA
"Renewable biomass fired improved cook stoves programme for households in Burundi by BQS –CPA_BUJM01","Community",NA
"Environmental Conservation Trust of Uganda (ECOTRUST) CPA  No.1","Community",NA
"GS1366 Micro Energy PoA VPA 2 West Cameroon Improved Cookstoves","Community","2493"
"Poultry Litter Based Power Project in Ranga Reddy District Andhra Pradesh","Agriculture","292594"
"GS1247 VPA 23 Improved Kitchen Regimes : Improved Cook Stoves in Chamanculo C Maputo (Mozambique)","Community","19404"
"GS1366 Micro Energy PoA VPA 3 Wema Improved Cookstoves Kenya","Community","4665"
"GS1366 Micro Energy PoA VPA 4 Mogotio Improved Cookstoves Kenya","Community","4937"
"Usak Landfill Gas to Electricty Project Turkey","Waste Management",NA
"GS1247 VPA 24 Improved Kitchen Regimes - Dowa Boreholes Malawi","Community","70807"
"GS1247 VPA 25 Improved Kitchen Regimes - Dowa Boreholes Malawi","Community","87066"
"GS1247 VPA 26 Improved Kitchen Regimes - Kasungu Boreholes Malawi","Community","87816"
"GS1247 VPA 27 Improved Kitchen Regimes - Kasungu Boreholes Malawi","Community","78779"
"Nepal Biogas Support Program - CPA 1: 20000 digesters","Community","498506"
"Nepal Biogas Support Program-PoA","Community",NA
"GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh PoA","Community",NA
"Nepal Biogas Support Program - CPA 2: 19927 digesters","Community","462566"
"Nepal Biogas Support Program - CPA 3: 19959 digesters","Community","446755"
"AKSARAY LANDFILL GAS COLLECTION AND ENERGY UTILIZATION PROJECT","Waste Management",NA
"Nepal Biogas Support Program - CPA 4: 19970 digesters","Community","450446"
"TakaTaka Solutions: Composting and Waste Management in Nairobi Kenya","Waste Management",NA
"Consórcio Horizonte Asja","Waste Management",NA
"South Western Household Water Project (SWHWP) - Masha","Community",NA
"Household Energy Appliance Programme","Community",NA
"Differ-CPA-001: Household appliance distribution in Timor-Leste","Community",NA
"Improved Cooking Stoves for Africa Master PoA","Community",NA
"Improved Cooking Stoves for Africa - Kenya VPA001","Community",NA
"GS1247 VPA 28 Improved Kitchen regimes: Improved stove in Zoba Anseba Eritrea","Community","69969"
"GS4503 - Sustainable Safe Water Program-Tulip Filters in Tanzania VPA 1","Community","21540"
"GS1247 VPA 11 Improved Kitchen Regimes: Gatsibo District Borehole Project Rwanda","Community","51938"
"Coffee A Cup Uganda CPA1","Community",NA
"Native Hydraid BioSand Water Filter Program Central America: NE – VPA – 02 – HON","Community","67390"
"GS1247 VPA 29 Improved Kitchen Regimes: Chittagong Hills Safe Water 1","Community",NA
"CPA 3 Improved Cook Stoves programme for Rwanda - Inyenyeri","Community",NA
"The Breathing Space Improved Cooking Stoves Programme India - VPA No. 05 Envirofit","Community","70881"
"The Breathing Space Improved Cooking Stoves Programme India - VPA No. 06 Envirofit","Community","116679"
"The Breathing Space Improved Cooking Stoves Programme India - VPA No. 07 Envirofit","Community","146275"
"The Breathing Space Improved Cooking Stoves Programme India - VPA No. 08 Envirofit","Community","143986"
"The Breathing Space Improved Cooking Stoves Programme India - VPA No. 09 Envirofit","Community","158152"
"GS1247 VPA 30 Improved Kitchen Regimes: Chittagong Hills Safe Water 2","Community",NA
"Kuyasa low-cost urban housing energy upgrade project Khayelitsha (Cape Town; South Africa)","Community","9341"
"GS1247 VPA 31 Improved Kitchen Regimes: Chittagong Hills Safe Water 3","Community",NA
"GS1247 VPA 32 Improved Kitchen Regimes: Chittagong Hills Safe Water 4","Community",NA
"GS1324 Oromia Cookstove Distribution Project (TPP-CPA-ETH-02)","Community",NA
"Biodigestor Program in the State of Kerala by  INSEDA and SDA","Community","112334"
"Improved Cook Stoves In Pastoral And Agro-Pastoral Communities In Southern Ethiopia","Community","45989"
"GS1309 Low cost irrigation devices programme in India-VPA 08","Agriculture",NA
"Biogas PoA Switzerland","Community",NA
"GS1247 VPA 19 Improved Kitchen Regimes: Gatsibo District Borehole Project Rwanda","Community","46730"
"GS1247 VPA 20 Improved Kitchen Regimes: Gatsibo District Borehole Project Rwanda","Community","44824"
"GS1247 VPA 21 Improved Kitchen Regimes: Gatsibo District Borehole Project Rwanda","Community","44389"
"GS1247 VPA 22 Improved Kitchen Regimes: Gatsibo District Borehole Project Rwanda","Community","43519"
"GS3434 Uberlândia landfills I and II","Waste Management","1411441"
"*EECOPALSA biogas capture & utilization","Agriculture","65894"
"GS1247 VPA 33 Improved Kitchen Regimes : Kaliro Safe Water Project","Community","61471"
"GS1247 VPA 12 Improved Kitchen Regimes: Shyara (Bugesera) Rwanda","Community","50431"
"Solar cooking in Chad Iridimi (VPA1)","Community","80773"
"GS1247 VPA 13 Improved Kitchen Regimes MUSENYI (Bugesera) Rwanda","Community","49414"
"GS1247 VPA 14 Improved Kitchen Regimes NTARAMA (Bugesera) Rwanda","Community","49738"
"GS1247 VPA 15 Improved Kitchen Regimes NYAMATA (Bugesera) Rwanda","Community","50688"
"GS1247 VPA 16 Improved Kitchen Regimes: Mwogo (Bugesera) Rwanda","Community","48380"
"GS1247 VPA 17 Improved Kitchen Regimes Bugesera Rwanda","Community","49144"
"GS1247 VPA 18 Improved Kitchen Regimes Bugesera Rwanda","Community","48074"
"VPA 2 - GHG Emission Reduction through use of Bondhu Chula  (Improved Cook Stoves) in Bangladesh","Community","49999"
"VPA 3 - GHG Emission Reduction through use of Bondhu Chula  (Improved Cook Stoves) in Bangladesh","Community",NA
"Dilovasi Landfill Gas to Electricity Project","Waste Management",NA
"Programme for the application of advanced hull coatings to reduce shipping fuel consumption (PAHSF)","Transportation",NA
"Santa Marta de Liray Indoor Mechanized Composting Project","Waste Management",NA
"GS1289: Native Hydraid BioSand Water Filter Programme East Africa: VPA (02) Ethiopia","Community","66359"
"Fundacion Natura Cookstove POA","Community",NA
"Empowering DRC communities through the use of Improved Cook Stoves - CPA 001","Community",NA
"GS1340 Efficient cookstoves in Burkina Faso - VPA-02 - tiipaalga F3PA cookstoves in Bam and Loroum","Community","50781"
"GS1340 Efficient cookstoves in Burkina Faso - VPA-03 - tiipaalga F3PA cookstoves in Bam and Loroum","Community","62047"
"GS1340 Efficient cookstoves in Burkina Faso - VPA-04 - tiipaalga F3PA cookstoves in Bam and Loroum","Community","60189"
"GS1340 Efficient cookstoves in Burkina Faso - VPA-05 - tiipaalga F3PA cookstoves in Bam and Loroum","Community","63836"
"GS1340 Efficient cookstoves in Burkina Faso - VPA-06 - tiipaalga F3PA cookstoves in Bam and Loroum","Community","63376"
"GS1340 Efficient cookstoves in Burkina Faso - VPA-07 - tiipaalga F3PA cookstoves in Bam and Loroum","Community","60102"
"GS1340 Efficient cookstoves in Burkina Faso - VPA-08 - tiipaalga F3PA cookstoves in Bam and Loroum","Community","56893"
"GS1340 Efficient cookstoves in Burkina Faso - VPA-09 - tiipaalga F3PA cookstoves in Bam and Loroum","Community","62812"
"GS1340 Efficient cookstoves in Burkina Faso - VPA-10 - tiipaalga F3PA cookstoves in Bam and Loroum","Community","64495"
"Dissemination of improved cook stoves and generation of charcoal - PoA","Community",NA
"Dissemination  of  TLUD  gasifier  stoves  and  generation of charcoal in West Bengal first CPA","Community",NA
"VPA 1 - GHG Emission Reduction through use of Bondhu Chula (Improved Cook Stoves) in Bangladesh","Community","52090"
"GS1247 VPA 36 Improved Kitchen Regimes - Dowa Boreholes Malawi","Community","78700"
"GS1247 VPA 37 Improved Kitchen Regimes - Dowa Boreholes Malawi","Community","88153"
"GS1247 VPA 34 Improved Kitchen Regimes: Kaliro Safe Water Project","Community","55713"
"GS1247 VPA 35 Improved Kitchen Regimes: Kaliro Safe Water Project","Community","46119"
"Nepal Biogas Support Program - CPA 5: 19842 digesters","Community","301381"
"GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2014-074","Community","70751"
"GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2014-075","Community","68990"
"GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2014-076","Community","70555"
"GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2014-077","Community","70133"
"GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2014-078","Community","70134"
"GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2014-079","Community","69514"
"GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2014-080","Community","69780"
"GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2014-081","Community","69846"
"GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2014-082","Community","60575"
"GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2014-083","Community","69137"
"GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2014-084","Community","71247"
"GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2014-085","Community","69435"
"GS1239 Sichuan Rural Poor-Household Biogas Development Programme PoA- CPA Nb. SCHHBG-2014-086","Community","69835"
